Region_Name,state_name,lat,lng,population,density,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Essex County, VA",Virginia,37.9187,-76.8667,2582,350,2.7,3.3,4.4,5.4,4.3,4.7,4,3.6,5.2,8.1,9.1,8.3,7.3,6.7,6.4,5.4,4.9,5,4
"Essex County, VT",Vermont,45.009,-71.4935,207,63,4,4.3,5.5,4.9,4,3.8,3.9,5.3,6.2,8.9,10,8.4,8,6.8,5.9,5.8,5,4.6,3.8
"Estill County, KY",Kentucky,37.6969,-83.9684,3029,651,4.8,6.2,6.4,7.4,7.4,7.1,6.5,6.4,7.8,12.5,13.5,12.4,10,9.7,7.5,6.1,5.8,6,5.2
"Etowah County, AL",Alabama,33.9446,-85.9319,5152,117,5.8,6.6,6.4,6.6,6.4,4.8,4.3,4.5,6,11.5,10.9,10,8.2,7.6,7,6.2,5.9,4.6,4.1
"Eureka County, NV",Nevada,40.4199,-116.5753,421,72,3,4,4.6,5.3,4,3.3,3.7,4.2,5.1,6.6,7.9,7.1,6.2,6.2,5.9,5.9,4.6,3.1,2.8
"Evans County, GA",Georgia,32.1613,-81.9093,3500,501,4.4,4.1,4.6,4.2,4.1,5.1,4.5,4.3,6.3,8.8,9.1,9.1,8.6,7.6,6.4,5.6,4.9,4.4,3.6
"Fairfax County, VA",Virginia,38.7773,-77.2633,42710,1915,1.7,2.5,3.4,3.1,2.8,2.6,2.2,2.2,2.8,4.8,5.1,4.8,4.5,4.4,4.2,3.6,3.3,3,2.5
"Fairfield County, CT",Connecticut,41.1144,-73.4215,89005,1501,2.1,3,4.1,4.9,4.5,4.4,3.8,3.9,5.2,7.5,8.4,8.2,7.8,7.3,6.2,5.3,4.9,4.5,4.1
"Fairfield County, OH",Ohio,39.6049,-82.8235,567,189,3.5,3.5,5.2,5.6,5.8,5.5,4.8,5,5.7,8.7,9.2,8.1,6.7,6.7,5.2,4.3,4.3,4.3,4
"Fairfield County, SC",South Carolina,34.3718,-81.0907,4688,387,5.1,8.4,8.4,10.8,8,7.8,9,8.5,10.6,13.2,14.6,14.5,13,10.8,8.7,8.1,7.2,7.3,6.4
"Fall River County, SD",South Dakota,43.4313,-103.4836,3309,377,3.7,4,3.9,4.7,4.3,4.1,3.5,3.2,3.4,6,6.2,6,5.7,5,4.7,4.5,4.4,4.2,4.1
"Fallon County, MT",Montana,46.4184,-104.5186,163,106,3.8,2.9,3.2,3.1,3.1,2.8,2,2,2.6,3.2,3.1,2.6,2,2,1.9,2.3,3.6,2.7,2
"Falls County, TX",Texas,31.3711,-97.0763,577,55,5.4,5.5,6.1,7,6.2,6.2,6.2,5.2,5.8,8.7,8.5,8.3,7.3,7.1,5.5,4.2,4.4,4.2,3.9
"Fannin County, GA",Georgia,34.8749,-84.2442,318,156,4,4.4,5.4,6.3,5,5.1,4,3.7,6.3,10.5,11.7,11.3,10.2,9,7.6,6.2,5.3,4.8,3.9
"Fannin County, TX",Texas,33.4275,-96.3407,646,133,4.8,6.5,7.8,7.4,6.9,6.4,6,5.1,5.8,8.6,8.2,8.3,7.1,7,5.3,4.1,3.8,3.3,3.1
"Faribault County, MN",Minnesota,43.7677,-94.0174,169,64,3.8,4.3,4.3,5.2,5.7,4.8,4.5,5.2,6.3,9.2,8,7.1,5.8,5.4,5.2,4.4,4.4,4.2,3.5
"Faulk County, SD",South Dakota,45.1913,-99.4659,15,22,2.4,2.9,2.8,3.3,3.3,3.7,3,3.1,3,3.5,3.9,4.2,4.1,3.3,3.1,2.6,2.7,3.2,3.1
"Faulkner County, AR",Arkansas,35.2289,-92.3836,4736,266,3.7,4.6,5.1,5.5,5,4.5,4.4,4.4,4.8,7,7.2,7.2,6.6,6.5,5.5,4.7,3.8,3.3,3.2
"Fauquier County, VA",Virginia,38.654,-77.637,251,30,1.6,2.2,3.1,3.1,2.9,2.7,2.4,2.5,3.3,5.5,6.2,5.5,5.2,4.9,4.6,4,3.5,3.3,2.6
"Fayette County, AL",Alabama,33.8922,-87.7328,491,29,5.8,6.3,8.5,6.9,7,4.5,4.2,4.7,7.2,14,13,11.1,8.6,8.3,7.8,7,6.8,4.7,4.2
"Fayette County, GA",Georgia,33.2925,-84.4588,552,49,2.7,2.8,3.6,3.7,3.7,4.6,4,3.8,5.2,8.4,8.2,8,7.6,6.7,6.1,5.2,4.7,4.1,3.4
"Fayette County, IA",Iowa,42.8636,-91.8864,55,97,3.8,4.7,4.8,5.1,5.3,5,4.6,4.4,5.4,8.6,7.2,6.2,5.4,5.3,5,4.6,4.4,3.7,3.1
"Fayette County, IL",Illinois,38.8676,-88.8505,350,259,5.8,6.4,6.8,7.8,7.6,6.4,5.6,6.3,7.8,11,10.1,9.2,9,9.2,7.6,6.6,6.6,5.4,5
"Fayette County, IN",Indiana,39.6582,-85.141,14646,641,4.4,6.9,7.6,8,8.1,8.1,8,7.2,11.4,15.1,14.6,12.6,11.1,10.3,7.8,6.6,5.8,5,4.7
"Fayette County, KY",Kentucky,38.0423,-84.4587,315939,438,2.9,3.7,4.2,4.6,4.1,4.5,4.3,4,4.8,7.8,7.4,6.9,5.8,5.8,4.8,3.9,3.6,3.6,3.3
"Fayette County, OH",Ohio,39.6079,-83.3953,921,518,4.1,4.1,5.8,5.8,5.9,5.9,5,4.8,5.7,11.2,13.1,10.5,8.3,7.7,6,4.9,4.4,4.2,4.1
"Fayette County, PA",Pennsylvania,40.0188,-79.891,2249,888,5.6,6.2,7.2,7.7,7.6,7,6.3,5.7,6.5,9.2,10.8,10,9.9,9.6,7.9,7.5,8.1,6.9,5.9
"Fayette County, TN",Tennessee,35.0512,-89.6091,1715,24,4.4,5.3,6,6.1,6.2,6.8,6.2,6,7.4,11.1,9.9,9.5,8.5,8.6,7.2,6.2,5,4,3.8
"Fayette County, TX",Texas,30.064,-96.6958,91,36,3.4,3.6,4.4,4.8,4.1,3.9,3.6,3.2,3.4,5.5,6.1,5.8,4.8,4.4,3.4,3.3,3.7,3.2,2.8
"Fayette County, WV",West Virginia,37.9504,-81.1666,636,365,7.2,6.1,7.3,7.4,6.2,5.8,5.7,5.5,4.7,8.4,10,9,8.7,8.6,8.4,8.6,7.9,6.4,6.5
"Fentress County, TN",Tennessee,36.1857,-85.0096,821,31,7.3,8.6,7.5,7.9,6.6,7.1,6.6,6.3,9.4,13.4,12.4,11.4,9.8,9.8,8.5,7.3,6.2,4.5,4.3
"Fergus County, MT",Montana,47.3343,-108.96,124,14,5.4,5.2,4.6,5.1,5.4,5.2,4.2,4,4.8,5.5,6.4,6.1,5.4,4.9,4.3,4.1,4,4.1,3.9
"Ferry County, WA",Washington,48.7311,-118.6663,573,50,10.4,11.8,10.8,13.6,10.9,9.6,10.1,8.9,9.4,13.3,17.5,17.4,15.7,13.5,11.4,10.3,10.2,11,11.7
"Fillmore County, MN",Minnesota,43.6137,-92.4263,251,204,3.2,3.6,4.2,5,5,4.2,4.1,5.1,6.1,8.1,7.5,6.6,5.5,5,4.4,4.1,4,3.5,3.2
"Fillmore County, NE",Nebraska,40.4149,-97.5871,27,83,2.6,3,3.4,3.7,3.6,3.2,2.7,2.5,3,4.1,3.7,3.5,3.3,3,2.4,3,2.8,2.5,2.6
"Finney County, KS",Kansas,37.9864,-100.9937,2112,659,2.5,7,3.8,3.7,4.2,4.1,3.5,3.4,3.6,4.4,4.6,4.3,4.5,4.3,3.4,3.5,3.1,2.7,2.5
"Fisher County, TX",Texas,32.746,-100.3794,626,336,3.8,3.9,5.5,5.6,5,4.2,4,3.9,3.8,6,7,6.7,5.4,5.4,4.5,3.8,4.3,3.5,3.3
"Flagler County, FL",Florida,29.4198,-81.3235,2907,8,3.6,4.8,6.1,5.8,5.3,4.4,4.5,6.6,9.9,14.7,12.4,11.4,9.9,8.4,7.3,6.3,5.5,4.7,4
"Flathead County, MT",Montana,48.0858,-114.671,904,20,5.5,5.3,5.1,5.9,5.9,4.9,3.9,4,6.7,11.8,12.1,11,9,7.7,6.5,5.8,5.6,5.3,4.9
"Fleming County, KY",Kentucky,38.4278,-83.8618,259,399,4.7,5,5.5,5.9,6,6.1,6.5,6.4,7.2,12.3,11.5,10.6,9,9.5,7.7,6.1,6.1,6,5.3
"Florence County, SC",South Carolina,33.8149,-79.4444,1492,272,4.2,5.5,6.4,8,8.4,8.9,7.3,6.1,7,11.1,11.3,11.2,9.7,8.3,7.2,6.5,5.3,4.6,3.9
"Florence County, WI",Wisconsin,45.8431,-88.6673,54,78,4.3,4.7,6.3,6.5,6.4,6.8,6.7,5.9,5.9,10.4,10.3,10,8.4,8.3,7.5,6.8,5.9,4.7,3.7
"Floyd County, GA",Georgia,34.2662,-85.1862,60966,445,3.9,4.5,5,4.7,4.8,5.2,4.5,4.7,6.5,10.5,11.8,12.1,10.9,9.5,7.9,6.7,6,5.2,4.2
"Floyd County, IA",Iowa,42.9648,-92.8683,290,134,3.7,4.3,4.8,5,4.9,5,4.7,4.5,5.9,8.8,7.2,6.5,6.2,5.5,4.5,3.8,3.6,3.3,2.7
"Floyd County, IN",Indiana,38.3513,-85.9372,1819,262,3.5,4.1,4.9,4.6,5,5.2,4.9,4.1,5.1,8.5,8.9,8,7.1,6.3,5.1,4.3,4.1,3.3,3.3
"Floyd County, KY",Kentucky,37.6119,-82.7291,177,382,6.9,6.6,7.1,8.1,7.1,7,6.4,6.5,6.7,10.9,13.4,11.2,11.6,13.3,10.2,9.2,11,8.1,6.4
"Floyd County, TX",Texas,33.9835,-101.3367,2726,522,4.8,5.6,6.6,7.1,6.5,5.7,5.9,5.1,4.7,6.5,7.9,7.7,6.4,8.8,7.1,5.5,5,5.5,5.3
"Floyd County, VA",Virginia,36.9118,-80.3184,438,370,3.7,4.3,4.4,4,4.1,3.7,3.3,3.5,4.4,7.6,7,6.3,5.7,5.4,4.7,4,4.1,3.7,2.8
"Fluvanna County, VA",Virginia,37.8652,-78.2627,52,14,2,2.5,3.2,3.4,3.1,3.1,2.4,2.4,3.3,5.7,6.3,5.8,5.3,4.8,4.4,3.8,3.4,3.1,2.5
"Foard County, TX",Texas,33.9839,-99.7241,866,177,3.7,3.8,5.6,7.4,6.1,4.8,4.3,3.7,4.1,5.7,6.7,7.4,5.8,5.2,4.2,4,3.7,3.4,2.7
"Fond du Lac County, WI",Wisconsin,43.8377,-88.3465,1430,152,3.1,4.2,5,5.4,4.7,4.6,4.7,4.8,4.8,9,8.5,7.3,6.5,6.1,4.9,4.1,3.5,2.8,2.6
"Ford County, IL",Illinois,40.5709,-88.2471,421,469,3.5,4.3,4.6,5.2,5.1,4.8,4.3,4.9,6.1,10,9.5,8.7,7.6,7.6,6.1,5.4,5.5,4.7,4.4
"Ford County, KS",Kansas,37.7304,-99.937,181,381,2.6,3.1,3.1,3.4,3.8,3.6,3.2,3.2,3,3.5,4.2,4.3,3.9,4,3.8,3.4,3.2,2.8,2.5
"Forest County, PA",Pennsylvania,41.4937,-79.448,431,121,7,12.7,13.7,14.3,10.1,8.9,7.2,6.6,7.7,10.9,11.3,9.4,9.8,9.9,8,7.9,7.9,6.7,6.3
"Forest County, WI",Wisconsin,45.4394,-88.6581,371,59,5.9,6.3,7.1,7.2,6.3,6.9,6.6,7.1,7,10.2,11.7,11.6,11,11,8.7,7.5,6.2,5.1,4.7
"Forrest County, MS",Mississippi,31.3074,-89.317,81036,335,4.8,4.4,5.6,5.3,5.5,6.2,5.1,5,5.6,7.8,9.8,10.1,9,8.4,7.4,6.3,5.8,4.8,4.3
"Forsyth County, GA",Georgia,34.2064,-84.1337,6284,362,2.4,2.9,4.1,3.8,3.5,3.8,3.4,3.3,4.8,8.2,8,7.4,6.6,5.9,5.2,4.5,4.2,3.8,3.1
"Forsyth County, NC",North Carolina,36.2587,-80.236,853,188,3.2,4.6,5.7,5.5,5,4.7,4.3,4.4,5.6,9.5,10.1,9.8,8.9,7.5,6,5.5,4.9,4.4,3.8
"Fort Bend County, TX",Texas,29.546,-95.822,37661,394,3.5,3.9,5.2,6.1,5.5,5.3,4.7,4,4.4,7.1,7.6,7.1,6,5.5,4.5,4.3,5,4.6,4
"Foster County, ND",North Dakota,47.4551,-98.5664,88,248,2.9,2.9,3.5,3.6,3.2,3,3.4,3.4,3,3.6,3.5,3.2,3.1,3.4,3,2.9,3,2.5,2.7
"Fountain County, IN",Indiana,40.1089,-87.1577,513,632,3.2,4.6,6,5.7,5.7,5.4,4.8,4.2,5.3,12.7,11.8,9.6,8.4,9.8,7,6,5.8,4,3.7
"Franklin County, AL",Alabama,34.5056,-87.7282,9732,279,6.5,7.6,11.2,9.6,7,5.3,4.6,4.6,7.4,13.4,10.8,9.6,8.4,8.1,7.7,6.4,5.9,4.2,3.8
"Franklin County, AR",Arkansas,35.2954,-94.0463,2463,229,3.4,3.8,4.9,4.9,4.8,4.3,4.3,4.5,4.5,7.3,7.7,7.7,7.1,6.8,5.7,4.9,4,3.5,3.6
"Franklin County, FL",Florida,29.652,-84.8881,740,60,3.9,4.4,5.1,4.5,3.6,3.6,3,3.3,4.9,7.4,8,7.6,6.5,5.5,5.6,4.7,4.3,3.6,3.5
"Franklin County, GA",Georgia,34.4953,-83.0975,2256,65,4,5.3,5.4,5.3,5.1,5.7,5.1,4.9,7,11.9,12.7,12.2,11.3,9.8,8.1,6.3,5.2,4.8,3.7
"Franklin County, IA",Iowa,42.7578,-93.1041,94,159,2.7,3.4,4.2,4.6,4.7,4.7,3.8,3.5,4.5,7.4,6.2,5.1,4.5,4.5,4,3.4,3.5,2.8,2.2
"Franklin County, ID",Idaho,42.0124,-111.8036,820,243,3.3,3.9,4.5,4.4,4,3.2,2.5,2.2,3.4,5.6,5.3,5.4,4.6,4.2,3.4,3.2,3.1,2.3,2.1
"Franklin County, IL",Illinois,37.9721,-89.1111,178,249,6.4,7.5,7.8,8.8,7.8,7.1,6.6,7.8,9.2,13,12.3,11.2,10.6,11.9,9.2,8.1,8,6.4,5.9
"Franklin County, IN",Indiana,39.4233,-85.0114,2509,646,3.6,4.4,5.7,5.8,5.7,6.4,5.8,5.5,6.6,10.5,11.5,10.1,9.5,8.7,6.5,5.1,4.4,3.6,3.8
"Franklin County, KS",Kansas,38.5482,-95.1011,187,491,3.6,4.8,5.4,5.6,6.2,5.7,5.2,5.1,5.6,9.1,9,8.4,7.3,6.1,5.1,4.6,4.2,3.7,3.5
"Franklin County, KY",Kentucky,38.1924,-84.8643,38664,722,3.4,3.7,4.3,4.6,4.1,4.6,4.7,4.5,5.8,8.9,8.7,7.9,6.7,6.6,5.3,4.3,4.1,4.2,3.8
"Franklin County, MA",Massachusetts,42.6063,-72.7434,1738,264,2.5,3.1,4,4.5,4.2,4.3,4.4,4.3,5.2,7.6,7.6,6.5,6.1,6.2,5.3,4.4,3.5,3.3,3.1
"Franklin County, ME",Maine,44.4916,-70.1923,1468,259,5.1,5.3,5.1,5.9,5.7,5.8,5.7,6.1,7.1,10.4,9.2,9.1,8.7,7.7,6.5,4.7,4.5,4,3.8
"Franklin County, MO",Missouri,38.3361,-90.9711,444,468,3.8,4.9,5.5,5.7,6,5.8,5.3,5.6,7.5,12,11.3,9.4,7.9,7.2,6.5,5.1,4.4,3.6,3.2
"Franklin County, MS",Mississippi,31.4721,-90.8929,422,147,6.5,7.1,8.4,8.6,7.9,8.7,6.6,6.9,7.5,11.1,11.4,10.8,9.7,9.2,8.4,7.7,7.2,6.8,5.9
"Franklin County, NC",North Carolina,36.1011,-78.4522,2132,514,3.2,4.9,6.5,6.2,5.2,4.8,4.2,4.4,6.2,10.3,10.9,10.7,9.7,8.3,6.5,5.9,5.2,4.7,4
"Franklin County, NE",Nebraska,40.0966,-98.9514,919,357,2.7,3,3.6,3.2,3.3,3.4,3.2,2.8,3,3.9,4.4,4.2,3.7,3.5,3.2,2.4,3,3,3
"Franklin County, NY",New York,44.2326,-74.4621,4038,650,5.8,6,6.1,6.6,6.5,5.9,5.4,5.6,6.9,8.5,9,9.1,9.6,8.8,7.2,6.5,5.7,6.1,5.3
"Franklin County, OH",Ohio,40.0251,-82.8637,35297,1096,3.3,3.4,5.1,5.5,5.6,5.4,4.8,4.7,5.5,8.5,8.9,7.8,6.4,6.4,4.9,4.1,4.1,4,3.7
"Franklin County, PA",Pennsylvania,39.7329,-77.7247,2469,348,3.7,4.6,4.7,4.3,3.7,3.5,3.3,3.4,4.3,8.1,8.5,7.3,7,6.6,5.4,5,5.2,4.5,3.7
"Franklin County, TN",Tennessee,35.1975,-85.9213,2377,236,3.8,4.1,4.8,5.1,5.2,5.5,5.7,4.9,6.7,10.9,10.1,9.4,7.8,7.3,6.1,5.2,4.8,3.8,3.4
"Franklin County, TX",Texas,33.176,-95.2253,2661,246,4.2,4.2,4.8,5.1,4.5,4.9,4.1,3.8,4.2,6.8,8.6,8.2,7.4,6.5,5.2,4.9,4.9,4.6,4.1
"Franklin County, VA",Virginia,37.1233,-79.6971,1229,47,3,4,5.2,4.4,4,3.7,3.2,3.3,4.8,8.2,8.7,7.5,6.6,5.9,5.4,4.6,4.3,4,3.1
"Franklin County, VT",Vermont,44.9083,-72.8029,1295,140,3,3.6,4.2,4.7,4,3.8,4.2,4.3,4.9,6.5,5.7,5.2,4.5,4.2,4,3.6,3.1,3.1,2.6
"Franklin County, WA",Washington,46.5737,-119.0013,503,119,8,8.5,8.7,8.9,7.7,7.4,7.6,7,6.6,8.4,8.9,9.1,9.8,9.5,8.4,7.7,7.4,6.4,6.1
"Frederick County, MD",Maryland,39.3237,-77.3411,11022,648,2.7,3.2,3.4,3.5,3.3,3.2,3.1,2.9,3.6,6.3,6.9,6.4,6.1,5.7,5,4.5,3.9,3.6,3.6
"Frederick County, VA",Virginia,39.0902,-78.223,1999,318,2,2.8,3.5,3.7,3.1,2.8,2.7,3,4.2,7.5,7.5,6.5,5.8,5.3,4.7,4,3.5,3.2,2.6
"Freeborn County, MN",Minnesota,43.7659,-93.5645,277,583,3.6,4.6,4.9,5.4,5.3,4.7,4.4,4.9,5.7,8.4,7.7,6.6,5.8,5,4.3,3.8,3.8,3.7,3.3
"Freestone County, TX",Texas,31.7897,-96.461,1004,195,5,4.4,5.7,6,4.8,4.3,3.9,3.6,4,6.3,8.2,7.8,6.7,6.9,5.6,5.4,6.7,6.3,5.8
"Fremont County, CO",Colorado,38.362,-105.1417,344,104,4,5,6.6,7.4,6.7,6.2,5.6,4.7,6.4,8.5,11.7,12,11.7,10.7,8.2,6.2,5.2,4.3,5
"Fremont County, IA",Iowa,40.7982,-95.6085,36,42,2.4,2.7,2.7,3.4,4,4,3.8,4,4.5,6.9,5.9,5.8,5.1,4.2,3.8,3.3,3.3,2.6,1.9
"Fremont County, ID",Idaho,43.8872,-111.6724,731,409,4.8,4.7,4.6,5.2,4.6,3.9,3.8,3.3,5,8.9,8.7,7.8,6.2,5.3,4.1,3.7,3.4,2.7,2.4
"Fremont County, WY",Wyoming,43.0069,-108.9205,1928,35,5.3,5.1,5.2,5.5,5,4.7,4.3,3.8,4.1,7.7,7,6.4,6,5.7,5,5.6,7.1,5.6,5
"Fresno County, CA",California,36.5399,-119.845,2984,569,10.4,10.7,11.5,11.7,10.4,9,8,8.6,10.6,14.7,16.7,16.5,15.1,13.3,11.6,10.2,9.5,8.5,7.4
"Frio County, TX",Texas,28.8885,-99.0988,10700,673,6,6.5,7.7,7.8,7,6,5.4,4.8,5.3,7.5,7.3,6.5,5,4.7,3.6,3.9,4.9,3.9,2.9
"Frontier County, NE",Nebraska,40.6335,-100.5112,891,286,2.5,2.3,2.4,2.8,2.9,2.5,2.2,2.3,2.8,3.1,3.8,3.6,3.2,3.4,2.8,2.4,2.8,2.5,2.5
"Fulton County, AR",Arkansas,36.3713,-91.8246,1608,167,3.9,5.2,7,6.3,6.1,5.3,5.1,5,5.2,7.5,7.9,7.8,7.2,6.9,5.8,5.2,4.3,4.2,4
"Fulton County, GA",Georgia,33.6609,-84.4093,6581,1056,3.5,4.1,5.7,5.4,5.2,5.9,5,4.8,6.4,10.1,10.5,10.2,9.1,8.1,7,6,5.4,4.8,3.9
"Fulton County, IL",Illinois,40.4744,-90.2949,223,185,5.2,5.9,6.7,7.8,6.6,6,5.1,5.3,6.5,11.3,11.7,10.5,9.9,10.9,8.6,7.6,7.3,6.3,5.7
"Fulton County, IN",Indiana,41.0192,-86.4125,589,425,4.2,5.8,6.1,6.1,5.8,5.4,5.4,4.9,6.6,12.7,11.4,9.3,8.4,8.3,6.3,4.8,4.7,3.5,3.5
"Fulton County, KY",Kentucky,36.5145,-88.8819,3917,294,5.3,6.4,6.9,11.1,9,7.4,7.6,7.4,7.6,12.7,11.5,12.5,11.3,10.7,8.3,7.6,6.9,7.2,5.8
"Fulton County, NY",New York,43.1028,-74.2661,801,307,4.7,4.5,4.9,5.7,5.6,5.6,5.2,5.4,6.7,9.6,10.6,10.6,11,9.5,7.7,6.4,5.7,5.8,5.3
"Fulton County, OH",Ohio,41.7113,-83.9057,611,288,4.2,4.5,6,6.8,6.6,6.3,6,6.3,8.2,14,11.8,9.6,7.7,8,5.9,4.9,4.7,4.9,4.4
"Fulton County, PA",Pennsylvania,39.932,-77.9958,1039,1163,3.8,6,6.6,6,4.9,4.3,4.4,5.6,7.2,13.4,12.3,10.1,9.2,9.2,7.1,6.2,6.3,5.1,4.4
"Furnas County, NE",Nebraska,40.2776,-99.7763,127,184,2.8,2.7,3.2,3.3,3.4,3.7,3,3,3,3.7,3.4,3.6,3.5,3.5,2.9,2.7,2.8,2.4,2.6
"Gadsden County, FL",Florida,30.4992,-84.4582,3326,131,4,5,5.7,5.3,4.8,3.9,3.5,4.4,6.3,10,11.8,11.6,10.3,9.2,8.2,7.2,6.2,5.3,4.5
"Gage County, NE",Nebraska,40.2849,-96.534,128,451,3,3,3.7,4.2,4.4,4.4,3.8,3.6,4.7,6.2,5.8,5.8,5,4.6,4.1,3.6,3.3,3.5,3.2
"Gaines County, TX",Texas,32.9419,-102.5657,2814,747,4.3,4.5,4.9,4.9,5,4.8,4.6,3.7,3.8,6.3,6,5.1,4.2,4.2,3.3,3.2,3.7,3,2.6
"Gallatin County, IL",Illinois,37.9025,-88.1279,395,122,5.7,5.9,7.1,8.7,7.1,6.3,5.6,6.1,8,10,9.6,8.9,8.4,9.4,7.1,6.7,7.5,5.7,5.4
"Gallatin County, KY",Kentucky,38.7252,-84.8238,363,79,3.9,4.6,5.7,5.7,5.7,5.9,4.8,5.4,7.1,12.1,12.3,10.8,9.3,9.3,7,5.2,4.9,4.6,4.1
"Gallatin County, MT",Montana,45.6828,-111.0549,53949,894,3.7,3.4,3.4,3.6,3.7,3.2,2.5,2.6,4.2,7,6.8,6,5.1,4.1,3.5,3,2.8,2.8,2.5
"Gallia County, OH",Ohio,38.9776,-82.3374,210,68,7.3,6.3,7.3,8.6,8.4,7.4,6.1,6.2,6.6,9.5,11.8,11.2,9.7,9.7,7.7,6.5,6.8,6.7,6.1
"Galveston County, TX",Texas,29.4128,-94.9658,114546,291,4.8,5.2,6.5,7.1,6.7,5.7,5.1,4.6,5.6,8.2,9.2,8.8,7.7,6.9,5.6,5,5.3,5.2,4.6
"Garden County, NE",Nebraska,41.4081,-102.3453,814,469,2.6,3.3,3.4,3.8,3.7,2.9,2.9,2.6,3,4.3,4.1,3.6,3.2,2.8,2.8,2.4,3.3,2.8,2.4
"Garfield County, CO",Colorado,39.4667,-107.2599,777,231,2.7,3.2,4.4,4.9,4.2,3.7,3,2.5,3.1,7,10.3,9.5,8.5,7.4,5.3,4.1,3.5,2.9,3.1
"Garfield County, MT",Montana,47.321,-106.9097,396,438,4.3,3.2,3.5,3.5,3.9,4.2,3.7,3,3.5,3.7,3.6,3.8,3.1,3.1,2.7,2.8,2.9,2.9,2.7
"Garfield County, NE",Nebraska,41.78,-99.1341,1191,443,2.5,2.7,2.9,3.5,3.3,3,2.5,2.6,2.6,3,3.1,3.4,3,3.1,2.6,2.4,2.6,2.6,2.4
"Garfield County, OK",Oklahoma,36.4061,-97.8701,48325,261,2.8,3,3.5,4.1,3.7,3.6,3,2.9,2.6,4.4,5.5,4.4,4.1,4.1,3.6,4,4.4,3.9,3.2
"Garfield County, UT",Utah,37.8234,-112.4351,1688,228,7.3,8.5,9.8,9.4,8.3,7.6,5.3,4.9,6.5,10.9,10.7,11.1,10,9.6,9.2,9.3,8.8,8,7.9
"Garfield County, WA",Washington,46.4737,-117.5967,1388,303,5.2,5.4,6.5,6.9,5.8,5.8,5.8,5.4,5,7.3,8.3,7.6,7.7,7.4,6.6,6.2,5.8,5.5,5.8
"Garland County, AR",Arkansas,34.4269,-93.0887,2186,433,4.3,4.9,5.9,6.5,6.2,5.7,5.2,5.5,5.7,7.6,8.5,8.8,7.9,7.6,6.3,5.5,4.3,4,4.1
"Garrard County, KY",Kentucky,37.6152,-84.5817,4193,681,3.5,4.7,5.5,5.7,5.6,6.2,5.9,5.6,6.5,11.8,11.2,10,8.4,8.2,6.5,5.1,4.8,4.8,4.3
"Garrett County, MD",Maryland,39.2924,-79.3525,32,9,5.2,5.3,5.4,5.2,4.9,4.8,4.9,4.4,4.9,7.8,8.9,8.4,8.3,8,7.1,6.3,5.7,5.2,5.1
"Garvin County, OK",Oklahoma,34.8392,-97.6105,2776,461,3.4,3.7,4.7,4.9,4.2,4.1,3.6,3.3,3,5.7,7.5,5.8,5,5,4.1,4.7,5.4,4.2,3.5
"Garza County, TX",Texas,33.1911,-101.3814,5070,560,4.3,3.7,5.4,5.8,5.3,4.5,3.8,3.4,3.8,5.2,5.9,6.1,5,4.5,3.6,3.7,3.9,3.3,3
"Gasconade County, MO",Missouri,38.6983,-91.4342,2340,357,3.6,4.9,5.6,6.2,6.2,5.6,5.4,5.5,7.6,11.5,10.4,8.9,7.1,6.3,5.3,4.3,4.3,3.9,3.1
"Gaston County, NC",North Carolina,35.2652,-81.0805,660,188,5.4,7.5,7.7,7.2,6.3,6.1,5.5,5.7,7.5,13.8,13.5,11.9,10.4,9,6.8,6,5.3,4.6,3.8
"Gates County, NC",North Carolina,36.4072,-76.7566,299,285,3.4,4.3,4.4,4.1,4,4.1,4,4.3,5.3,7.4,8,8.2,7.7,7,5.9,5.5,5.1,4.5,4.1
"Geary County, KS",Kansas,39.0271,-96.8497,38178,799,4.7,5.5,6.1,6.1,6.4,5.9,5.3,4.4,4.7,7.4,9.2,9.2,8.7,8.7,7.3,6.2,5.6,5,4.9
"Geauga County, OH",Ohio,41.4318,-81.3351,3786,386,2.2,2.8,3.8,4.5,4.3,4.3,4,4.5,5,6.9,6.9,6,5.3,5.7,5,4.2,4.5,4.8,4.3
"Gem County, ID",Idaho,43.8685,-116.489,9573,938,5.1,6.9,7.4,6.4,5.6,4.8,4.3,3.8,7.1,11.7,11.4,10.8,9.4,7.9,6,5.3,4.7,3.9,3.3
"Genesee County, MI",Michigan,42.8453,-83.7086,5279,369,4.5,6.2,7.5,8.3,8.1,7.9,8.5,8.4,10.1,14.9,14,11.4,10,9.7,7.9,6.1,5.7,5.7,5.1
"Genesee County, NY",New York,42.978,-77.9899,4077,601,4,4.3,5.3,5.5,5.6,4.8,4.6,4.6,5.6,7.6,8,7.8,7.9,6.9,5.6,5,4.6,4.9,4.4
"Geneva County, AL",Alabama,31.0437,-85.8764,2602,106,5.1,6.4,4.9,5.6,5,3.9,3.8,3.4,5.5,10.8,10.4,9.2,7.6,7,6.7,5.9,5.8,4.3,3.9
"Gentry County, MO",Missouri,40.2166,-94.5381,1187,326,3.3,4.1,5,4.5,4.6,4.4,4,4.1,4.5,6.3,7.9,6.9,5.3,5.2,5.7,4.2,3.7,2.9,2.5
