Region_Name,state_name,lat,lng,population,density,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"San Juan County, NM",New Mexico,36.2834,-108.7082,342,21,5.7,5.4,6.2,6.7,5.9,5.3,4.3,3.4,3.9,7.9,9.4,7.9,7.1,6.8,6.4,6.9,8.8,7.2,5.3
"San Juan County, UT",Utah,37.205,-109.1623,490,17,8,8.4,8.6,9.2,9.2,7.9,6.1,5.2,6.4,11.8,10.9,10,8.8,8,7.8,7.9,8.1,7.3,6.5
"San Juan County, WA",Washington,48.5324,-123.0655,2407,430,4.5,5.2,6.1,5.9,5,4.7,4.2,3.9,4,6.8,7.4,7.3,6.5,6,5,4.9,4.7,4,3.9
"San Luis Obispo County, CA",California,35.7309,-120.8702,2806,104,4.1,4,4.6,4.7,4.6,4.3,3.9,4.3,5.8,8.8,10.1,9.6,8.3,6.8,5.6,4.7,4.3,3.6,2.9
"San Mateo County, CA",California,37.586,-122.3669,30686,2689,2.9,3.8,5.6,5.8,4.9,4.3,3.7,3.8,4.9,8.2,8.4,7.5,6.4,5.3,4.2,3.4,3,2.7,2.2
"San Miguel County, CO",Colorado,38.1286,-108.2918,573,724,3.1,3.9,5,5.6,4.8,4.3,3.5,3.2,4,6.1,8,8.2,8,6.8,4.8,3.9,3.4,3,3.4
"San Miguel County, NM",New Mexico,35.3037,-105.3913,140,25,5.8,6,6.2,6.3,6.5,6.2,4.8,4.2,4.9,7.3,9.6,9.5,8.9,8.4,8.2,7.7,7.7,7.4,5.9
"San Patricio County, TX",Texas,28.0969,-97.865,129,985,5.8,5.9,6.8,7.2,7.6,6.8,5.4,4.8,5.3,8.5,10.5,9.7,7.6,7.2,6.2,6.5,7.5,7.6,6.4
"San Saba County, TX",Texas,31.1965,-98.7244,3080,519,4.2,4.4,4.9,5.2,5.2,5,4.9,4.7,5.4,7.1,6.2,6,6.2,5.7,4.2,3.7,3.4,3.2,3.2
"Sanborn County, SD",South Dakota,44.0541,-98.2724,680,334,2.4,3,2.7,2.9,3.4,3.5,2.9,2.4,2.7,4,4.2,4.2,3.5,3,2.5,2.5,3,3.5,3
"Sanders County, MT",Montana,47.6946,-114.6408,142,4,7.2,7.2,7.1,7.4,7.3,7,5.3,6.6,10.5,15.5,13.1,13.3,11.5,10.5,9.3,8.3,7.8,7,6.3
"Sandoval County, NM",New Mexico,35.2366,-106.6191,8549,306,4.2,4.6,6,6,5.5,5.2,4.3,4.3,5.2,8.5,8.4,8,7.8,7.4,7.2,6.6,6.6,6.2,4.9
"Sandusky County, OH",Ohio,41.4216,-83.221,429,105,4.4,4.6,6,6.7,6.7,6.4,5.8,6.1,7.2,12.2,10.8,9.2,7.5,7.6,5.7,4.8,4.7,4.8,4.5
"Sangamon County, IL",Illinois,39.7577,-89.9026,177,68,3.4,3.8,4.5,5.4,5.1,4.5,4.1,4.4,5.6,7.4,7.7,7.4,7.2,7.4,5.9,5.2,4.8,4.2,4.1
"Sanilac County, MI",Michigan,43.1864,-82.8617,170,67,4.7,6.9,8.2,9.7,9.1,8.2,8.8,9.1,10.9,17.5,15.4,12.2,10.5,10.5,8.5,6.5,6.2,6,5.4
"Sanpete County, UT",Utah,39.2246,-111.8542,254,248,4.4,5.4,6.6,6.8,6.2,5.3,3.8,3.1,4.2,8.4,9.1,7.9,6.4,5.6,4.6,4.1,4,3.9,3.8
"Santa Barbara County, CA",California,34.4382,-119.6286,8984,371,4.4,4.4,5.1,5,4.7,4.4,4,4.4,5.5,8.2,9.7,9.4,8.4,7.2,6.1,5.3,5.1,4.5,3.9
"Santa Clara County, CA",California,37.434,-121.8921,78106,2208,3.1,5.1,8.3,8.3,6.4,5.3,4.5,4.7,6,10.6,10.4,9.3,7.9,6.5,5.2,4.2,3.8,3.2,2.6
"Santa Cruz County, AZ",Arizona,31.6645,-110.6426,850,31,8.2,8.8,10.1,9.6,9.6,8.6,7.6,7.4,11,15.8,15.3,15.5,15.4,15.4,12.9,11.5,10,9.5,9.3
"Santa Cruz County, CA",California,37.0555,-122.0118,11945,998,5.1,5.7,7.4,7.7,7,6.3,5.7,5.9,7.4,11.1,13.3,13.1,11.8,10.3,8.8,7.5,7,5.7,4.8
"Santa Fe County, NM",New Mexico,35.8464,-105.9948,278,42,3.6,3.6,3.9,4.3,4.3,4.1,3.4,3,3.8,6.6,6.8,6.2,5.8,5.6,5.5,5.4,5.3,5.1,4.1
"Santa Rosa County, FL",Florida,30.7826,-87.2309,863,16,3.8,4.7,5.3,4.7,4.5,3.6,3,3.7,5.8,9.1,9.3,8.6,7.5,6.4,5.5,4.8,4.5,3.8,3.3
"Sarasota County, FL",Florida,27.3328,-82.4616,13541,767,3.2,4.1,5,4.7,4.2,3.4,3.1,4.6,7.4,11.4,11.6,10.2,8.4,7,5.9,5.1,4.5,3.8,3.3
"Saratoga County, NY",New York,42.9468,-73.6441,1725,529,3.3,3.3,3.8,3.9,3.9,3.6,3.5,3.7,4.6,6.3,6.9,6.7,6.8,5.8,4.7,4.2,3.8,4,3.6
"Sargent County, ND",North Dakota,46.2668,-97.3332,32,46,2.4,3.2,3.5,2.9,3,2.7,3.7,3.7,4.5,10.3,4.3,3.1,2.7,2.5,2.2,1.9,1.9,2,2.1
"Sarpy County, NE",Nebraska,41.0718,-95.9255,61,83,2.3,2.6,3.1,3.2,3.4,3.4,2.9,2.9,3.2,4.7,4.4,4.2,3.9,3.6,3.1,2.8,2.9,2.8,2.6
"Sauk County, WI",Wisconsin,43.4814,-89.7719,1428,463,3.1,3.8,4.5,4.8,4.5,4.4,4.5,4.7,4.9,8.3,8.5,7.6,6.9,6.3,5,4.1,3.6,2.9,2.5
"Saunders County, NE",Nebraska,41.2665,-96.7209,114,323,2.8,3.2,3.6,3.8,3.7,3.9,3.1,3.1,3.6,5,4.8,4.6,4.3,4,3.5,3.1,3.1,2.8,2.7
"Sawyer County, WI",Wisconsin,45.7976,-91.3005,85,33,5.5,6,6.3,7.1,6.1,6,6.5,6.9,7.1,10,11.3,11.2,10.8,11,9,8,6.3,4.7,4.2
"Schenectady County, NY",New York,42.8614,-73.9206,6339,341,3.5,3.4,4.1,4.5,4.5,4.2,4,4.1,5.1,7.3,7.7,7.5,7.7,6.7,5.4,4.7,4.3,4.5,4.2
"Schleicher County, TX",Texas,30.8617,-100.5979,1691,468,3.7,3.2,4.8,4.2,3.8,4,3.7,3.5,3.3,9.3,7.6,5.7,4,3.5,3,5.3,5.2,3.7,3
"Schley County, GA",Georgia,32.238,-84.3089,1867,228,4.1,4.8,4.8,5.6,5.9,6.8,5.7,5.9,6.6,12.7,12.1,11.5,10.4,9.3,7.6,6.6,6.3,5.6,4.6
"Schoharie County, NY",New York,42.7068,-74.3473,238,49,4.3,4.2,5.6,5.3,5.5,5,5.1,5.8,6.9,8.9,8.9,9,9.2,8.1,6.7,5.8,5.4,5.5,5
"Schoolcraft County, MI",Michigan,45.9591,-86.2507,3292,352,8.3,9.3,10.2,11,11,10.8,10.9,10.9,11.1,14.6,13.6,13.3,12.6,12.8,11,10.8,9.1,8.5,7.6
"Schuyler County, IL",Illinois,40.1199,-90.5666,2972,693,4.8,4.3,4.5,5.6,5.2,4.7,4,4,5.1,6.7,8.3,8,7.9,8.3,6.8,5.8,5.6,4.4,4.2
"Schuyler County, MO",Missouri,40.5238,-92.5314,740,192,4.5,5.6,5.7,6.3,6.1,5.9,5.2,5.7,6.4,8,10.4,9.1,7.4,7.8,7.4,5.8,6.4,5,4.4
"Schuyler County, NY",New York,42.335,-76.7881,562,190,4.5,5.4,6.9,6.4,5.9,5.5,5,5,5.8,8.4,9.1,8.8,9.4,8.8,7,6.6,6,5.9,5.3
"Schuylkill County, PA",Pennsylvania,40.6302,-76.3912,1684,895,5.8,6.5,7,7.1,6.8,5.9,5.4,5,6.2,9.9,10.6,9.8,9.7,9.2,7.1,6.3,6.2,5.9,5.3
"Scioto County, OH",Ohio,38.8618,-82.8552,428,94,7.6,6.8,8.2,9,9.3,8.8,7.6,7.4,8.4,12.5,13.3,12.5,11.3,11.9,8.8,7.7,7.7,7.1,6.7
"Scotland County, MO",Missouri,40.467,-91.9736,35,85,3.1,3.8,4.5,4.4,4.1,3.9,4.3,4.7,6.6,7.9,8.1,6.6,5,5.4,4.8,4.5,4.1,3.2,3
"Scotland County, NC",North Carolina,34.7691,-79.445,281,572,6.3,9.3,9.8,11.3,10.7,9.7,8.8,10,10.9,16.8,17.6,18,17.2,15.1,12,10.6,9.1,7.8,7.4
"Scott County, AR",Arkansas,34.9004,-94.0941,3134,263,3.5,4.2,4.5,4.9,5.2,4.5,4.4,4.6,4.8,6.8,7.1,7.1,6.7,6.3,5,4.8,3.7,3.4,3.6
"Scott County, IA",Iowa,41.6915,-90.6746,368,400,3.2,4,4.6,4.8,4.8,4.4,3.8,3.8,4.2,7.1,6.7,6.2,5.8,5.6,5.2,4.7,4.5,3.7,3
"Scott County, IL",Illinois,39.7191,-90.4961,61,34,4.5,4.9,5.6,6.2,6.6,6.2,5.2,5.1,5.9,7.8,8.7,8.2,8.7,8.9,6.9,5.8,5.6,5.1,4.9
"Scott County, IN",Indiana,38.6854,-85.7831,11416,489,3.4,5.1,6.2,6.5,5.8,6.3,6.5,5.3,6.5,12.9,13.2,11.9,10.3,8.9,6.8,5.5,4.8,3.8,3.9
"Scott County, KS",Kansas,38.4791,-100.9023,3680,538,2.1,2.4,2.6,2.9,3.2,3.4,2.9,2.8,2.7,3,3.8,3.7,3.1,2.9,2.7,2.8,2.5,2.2,2
"Scott County, KY",Kentucky,38.2697,-84.6831,766,503,3.1,3.9,4.8,5.4,4.5,4.9,4.7,4.4,5.4,9.6,8.7,8,6.5,6.1,4.9,4,3.9,3.7,3.3
"Scott County, MN",Minnesota,44.7251,-93.4409,26401,640,2.6,3.3,4.1,4.3,4,3.5,3.5,4.1,5,7.3,6.9,5.8,5,4.4,3.6,3.1,3.2,2.9,2.5
"Scott County, MO",Missouri,37.0938,-89.5547,0,0,4.5,5.5,5.6,5.7,6.1,5.7,5.3,5.8,6.6,8.9,9.7,8.8,7,7.1,6.6,5.2,5.7,4.5,3.6
"Scott County, MS",Mississippi,32.4491,-89.4889,925,39,4.7,4.9,6.2,5.4,5.1,5.5,5.2,4.9,5,7,8,8.5,7.6,6.6,5.5,4.8,4.6,4,3.7
"Scott County, TN",Tennessee,36.3536,-84.5839,197,43,5.2,6.7,10.5,9.7,7.3,6.9,6.7,7,11.5,18.3,17,17.5,15.5,14.5,11.6,9.3,7.4,5.1,4.5
"Scott County, VA",Virginia,36.6401,-82.5782,1907,184,3.9,4.6,5.3,5.5,5.7,5.3,4.9,4.6,5.4,9.5,8.5,7.3,7.6,7,5.9,5.2,4.9,4.1,3.2
"Scotts Bluff County, NE",Nebraska,41.9641,-103.9247,908,625,4,4,4.4,5,4.3,4.2,3.4,3,3.7,5.1,5.5,5,4.7,4.2,3.6,3.4,3.5,3.4,3.2
"Screven County, GA",Georgia,32.5214,-81.5331,227,94,5,6.9,5.6,5.5,5.2,5.5,4.9,4.9,7.8,14.2,17,15.8,13.8,12.6,9.9,8.3,7.5,6.4,5.4
"Scurry County, TX",Texas,32.6366,-100.7523,480,20,4.7,5.2,6.2,6,5.4,5,4.7,3.8,4,6.7,6.8,5.7,4.5,4.2,3.3,4.1,5.9,4.3,3.7
"Searcy County, AR",Arkansas,36.029,-92.8078,123,38,5,5.2,4.9,5.6,5.8,5,4.7,4.9,5.4,7.7,9.2,9.2,8.2,8,6.4,5.6,4.5,4.6,4.3
"Sebastian County, AR",Arkansas,35.3285,-94.2793,4935,186,3.4,4,4.5,5,4.8,4.3,4.6,5.2,5,7.7,8.1,8.6,7.8,7.5,5.7,4.8,3.7,3.6,3.6
"Sedgwick County, CO",Colorado,40.9851,-102.2626,1201,312,2.7,2.9,3.4,4.3,3.3,3.1,3.1,2.2,3.2,3.8,7.5,8,7,6.2,4.6,3.4,2.3,2.2,2.5
"Sedgwick County, KS",Kansas,37.5649,-97.3527,11278,936,4,4.1,5.9,6.8,6.1,5.5,4.6,4.2,4.5,8.4,8.8,8,6.9,6.2,5.4,4.8,4.7,4.2,3.8
"Seminole County, FL",Florida,28.7893,-81.276,59317,985,3,4.2,5.7,5.2,4.4,3.4,2.9,3.7,5.8,9.8,10.6,9.6,8.1,6.7,5.7,4.9,4.3,3.6,3.1
"Seminole County, GA",Georgia,31.0404,-84.8792,2629,246,5,5.2,5.8,5.4,5.6,5.7,5.1,5.4,7.3,10.8,12.5,12.6,10.9,10.2,9.4,8.1,7.9,6.6,5.3
"Seminole County, OK",Oklahoma,35.2346,-96.65,5756,206,4.2,4.7,6.8,8.8,9.8,7,5.7,5.5,4.5,8.6,9.6,8.3,7.9,8.2,6.8,6.8,6.9,5.8,5.1
"Seneca County, NY",New York,42.6135,-76.8225,291,203,4.2,4.3,5.4,5.4,5.2,4.7,4.5,4.5,5.5,7.6,8.2,7.9,8,6.9,5.6,5.1,4.8,4.6,4
"Seneca County, OH",Ohio,41.2355,-82.8592,105,190,4.5,5,6.9,6.7,7,6.2,5.3,5.7,7.1,12.8,11.9,9.7,8,7.8,5.8,4.8,4.9,4.8,4.4
"Sequatchie County, TN",Tennessee,35.2007,-85.3685,862,51,3.8,4.7,4.9,5.2,5.3,5.7,4.5,4.8,7.6,12.4,12.1,10.2,8.4,8.6,7.4,6.5,5.8,4.9,4.3
"Sequoyah County, OK",Oklahoma,35.4578,-94.4984,538,16,4.3,4.9,6,6.6,6.1,5.5,5.4,5.8,5.9,9.5,9.6,9.2,8.3,8.4,6.8,6.4,6.3,5.5,4.6
"Sevier County, AR",Arkansas,33.8335,-94.1177,144,14,3.8,4.3,4.4,4.7,4.6,4.3,4,4.1,4.1,5.9,7,9.2,8.8,8.3,7,6.1,4.9,4.5,4.6
"Sevier County, TN",Tennessee,35.8873,-83.5678,24958,269,4.9,5.4,6,6,6.2,6.1,5.5,5,7.1,10.9,10.5,10,8.8,8.5,7.2,6,5,4,3.5
"Sevier County, UT",Utah,38.9201,-111.934,1043,387,3.9,4.6,5.7,5.8,5.2,4.5,3.2,2.7,4,7.9,8.4,7.4,6.1,5.4,4.5,4.5,4.4,3.9,3.6
"Seward County, KS",Kansas,37.0466,-100.9295,19636,671,2.9,3.7,4,3.8,4.1,3.9,3.3,3.4,3.1,4.9,4.9,4.6,4.1,4.1,3.5,4.3,4.3,3.5,3.3
"Seward County, NE",Nebraska,40.7782,-97.2825,409,240,2.4,2.8,3,3.2,3,3.2,2.7,2.7,3.2,4.1,4,3.9,3.5,3.7,3.1,2.9,2.9,2.7,2.6
"Shackelford County, TX",Texas,32.5472,-99.1666,265,240,3.4,3.2,4.1,3.9,3.1,3,3,2.6,2.6,4,5.6,4.8,3.5,3.3,2.7,2.9,3.8,3,2.4
"Shannon County, MO",Missouri,36.9817,-91.5749,38,15,5.6,6.6,6.8,7.7,8.6,7.4,6.6,6.9,7.9,12.2,14.8,13.1,11,9.6,9.4,8.2,7.3,6.2,5.3
"Sharkey County, MS",Mississippi,32.9719,-90.8284,654,244,9.8,9.7,10.2,9.2,10.7,11.1,9.3,8.2,8.4,10.8,14.5,14.6,13.5,13,11,9.6,8.8,7.7,6.9
"Sharp County, AR",Arkansas,36.2959,-91.5696,3422,87,5.3,6.2,7.6,8.7,7.9,7.2,6.7,6.7,7.6,9.2,9.8,10.7,10.1,9.7,8.4,6.9,5.4,4.9,4.6
"Shasta County, CA",California,40.8005,-121.9375,98,22,6.1,6.4,7.1,7.5,7.6,7.2,6.6,7.5,10.1,14.4,16.8,15.9,14.2,11.8,9.6,7.8,7,5.8,4.9
"Shawano County, WI",Wisconsin,45.0046,-89.0411,418,98,3.7,4.9,5.5,5.6,5.1,4.9,5.1,5.3,5.2,9.3,10.2,9.1,8,7.5,5.9,4.9,4.2,3.2,2.9
"Shawnee County, KS",Kansas,38.8911,-95.6999,239,18,3.9,4.1,4.6,5.2,6,5.5,4.8,4.6,5,6.5,7,6.8,6.2,5.8,4.8,4.2,4,3.7,3.5
"Sheboygan County, WI",Wisconsin,43.6766,-87.9478,503,199,2.6,3.9,4.9,5.1,4.5,4,4,4.2,4.5,9.2,9.3,8.2,6.9,6.1,4.5,3.8,3.4,2.8,2.4
"Shelby County, AL",Alabama,33.2846,-86.8756,19072,361,2.7,2.9,3.5,3.6,3.4,3.1,2.8,2.6,3.7,7.8,7.1,6.2,5,4.6,4.5,4.2,4.3,3.2,2.9
"Shelby County, IA",Iowa,41.7263,-95.4754,209,282,2.4,2.7,3.4,3.7,3.8,3.7,3.2,3.2,3.1,4,4.6,4.3,3.8,3.8,3.2,2.9,2.9,2.4,2
"Shelby County, IL",Illinois,39.6265,-89.0189,1726,318,4.6,5.4,5.9,6.4,5.9,5.2,4.6,4.8,6.5,9.8,9.7,9.1,8.6,8.7,6.8,5.9,5.7,4.4,4.2
"Shelby County, IN",Indiana,39.6738,-85.7052,1348,208,2.7,3.7,4.8,4.8,4.9,5,4.5,4.3,5.8,10.4,11,9.5,8.4,7.4,5.7,4.5,4,3.3,3.1
"Shelby County, KY",Kentucky,38.351,-85.1121,860,686,3,4.2,4.7,5.1,4.4,5.2,5.2,4.7,5.7,9.4,9,8,6.2,6.1,5,4,3.6,3.6,3.5
"Shelby County, MO",Missouri,39.7432,-92.2602,763,254,4.8,5.5,5.5,5.6,5.8,5.2,5.2,5,5.3,8.8,8.6,7.2,6,5.6,6,4.7,4.2,3.5,3.2
"Shelby County, OH",Ohio,40.2891,-84.1667,21319,665,4.1,4.1,5.4,5.7,5.2,4.8,4.3,4.8,6.2,13.8,12.4,9.7,7.3,6.7,5.1,4.3,4.1,4.1,3.7
"Shelby County, TN",Tennessee,35.2594,-89.668,11681,196,3.8,4.3,5.2,6,6,6.2,5.8,5.1,6.9,10.1,9.8,9.5,8.6,8.8,7.6,6.4,5.3,4.3,4.2
"Shelby County, TX",Texas,31.944,-94.2457,1158,119,5.2,5.4,6.8,7,6.1,5.9,4.9,4.2,4.7,7.3,8.5,8.6,7.3,7.4,5.8,5.3,6,5.1,4.5
"Shenandoah County, VA",Virginia,38.7394,-78.6513,2093,219,1.8,2.5,3.1,3.9,3.4,3.1,3,3.2,4.7,8.2,8.2,7.1,6.4,5.6,5,4.3,3.8,3.5,3
"Sherburne County, MN",Minnesota,45.4416,-93.5981,8771,628,3.1,3.8,4.8,5.1,5,4.3,4.3,5,6.2,9.1,8.4,7.1,6.2,5.3,4.5,4,4.1,3.7,3.2
"Sheridan County, KS",Kansas,39.3558,-100.4396,1194,545,2.1,2.5,3,2.7,3.2,2.9,2.9,2.8,2.6,2.8,3.4,3.2,2.8,2.8,2.6,2.2,2.4,2.3,2.3
"Sheridan County, MT",Montana,48.871,-104.0551,163,111,4.8,4,4,4.2,4.1,3.7,3.1,2.7,3.2,4.3,3.7,3.6,3,2.8,2.7,2.5,3.3,2.7,2.4
"Sheridan County, ND",North Dakota,47.484,-100.4426,378,393,5.4,5.4,6.4,5.6,6.2,5.8,5.4,5.1,4.2,5.2,3.9,4,3.7,4,4.9,5.1,5.7,4.5,4.4
"Sheridan County, NE",Nebraska,42.8064,-102.204,1545,640,2.9,2.7,2.7,2.6,2.9,2.7,2.7,2.7,2.8,3.9,3.6,3.6,3.6,3.2,2.6,2.7,2.9,2.6,2.6
"Sheridan County, WY",Wyoming,44.9488,-107.3077,108,4,4.1,3.9,4,4.4,3.9,3.8,3.2,2.8,3.1,6.8,7.3,6.9,6.2,5.5,4.6,4.3,4.7,4,3.9
"Sherman County, KS",Kansas,39.3366,-102.0373,151,223,2.7,3.1,3,3.1,3.5,3.4,2.9,2.9,3.1,4,4.7,4,3.8,4,3.2,2.9,3.3,2.9,2.9
"Sherman County, NE",Nebraska,41.1562,-99.1532,256,324,2.8,2.7,3,3.2,3.5,3.8,2.8,2.7,2.8,3.2,4,4.3,3.8,3.3,3.3,2.9,3.2,2.9,2.7
"Sherman County, OR",Oregon,45.5916,-120.6975,405,154,6.2,10.2,10,10.7,9.2,6.8,5.8,4.9,5.8,9.1,11.8,11.1,10.8,9.3,7.5,6.1,4.6,4.8,4.1
"Sherman County, TX",Texas,36.4937,-101.7937,336,68,2.7,2.8,3.4,3.6,3.5,4.2,4,3.4,3.7,4.4,4.6,4.5,4.2,4.1,3.1,2.7,2.9,3.1,2.8
"Shiawassee County, MI",Michigan,43.1168,-83.9693,560,249,4,5.6,6.6,7.5,7.8,7.9,8.4,8.3,9.7,14.9,12.9,10.7,9.6,9.4,7.5,5.7,5.3,5.3,4.5
"Shoshone County, ID",Idaho,47.4736,-115.9227,761,323,9.8,12.4,12.2,12.6,9.8,7.8,7.2,5.3,8.4,14.1,15.9,14.5,13.1,12.1,10,7.9,7.1,6.2,5.7
"Sibley County, MN",Minnesota,44.6728,-94.232,440,249,3.3,3.9,4.4,4.9,5,4.2,4.2,5,6.3,7.9,7.9,6.9,6,5.5,4.6,4.1,4.3,3.6,3.2
"Sierra County, CA",California,39.574,-120.6297,165,29,6,7.6,8.7,9.4,9.8,8.4,7.6,8,10.7,15,15.4,14.9,14.4,12.8,10.1,8.8,7.6,6.5,5.7
"Sierra County, NM",New Mexico,33.1864,-107.2589,7274,82,4.4,4.7,5.4,5.5,5.6,5.4,4.4,3.5,4.1,5.8,9.2,9.8,9.8,9.8,9.2,9.1,8.5,7.9,7
"Silver Bow County, MT",Montana,46.0366,-112.5396,701,121,6,5.2,5,5.2,5.1,4.5,3.8,3.6,4.8,6.3,6.5,6.6,6.1,5.5,4.9,4.3,4.3,4.2,4.1
"Simpson County, KY",Kentucky,36.7163,-86.5587,9861,239,3.4,5.4,5.8,5.6,4.8,5.6,5.7,5.1,6.4,12.9,13,11,8.5,7.5,5.9,4.8,4.5,4.6,3.9
"Simpson County, MS",Mississippi,31.873,-89.734,4042,313,4.8,4.9,5.6,5.5,5.1,6,5.5,5.5,5.9,8.6,9.4,9.1,8.2,7.4,6.4,5.9,5.4,4.8,4.4
"Sioux County, IA",Iowa,42.9749,-96.3216,601,227,1.9,2.4,2.8,3.1,3,2.9,2.5,2.5,2.8,4.3,3.9,3.7,3.4,3.5,3,2.5,2.3,2,1.8
"Sioux County, ND",North Dakota,46.2218,-101.0999,255,487,5.6,5,5.3,5.3,6.7,6.8,7,6.3,5.3,5,5.1,5.4,5.2,4.6,4.7,4.4,4.3,3.6,4
"Sioux County, NE",Nebraska,42.6879,-103.8826,230,290,1.8,2.1,2.5,3,2.7,2.9,2.8,2.8,3.3,3.4,3.7,3.4,3.6,3.3,2.5,2.5,2.7,3,2.6
"Siskiyou County, CA",California,41.6086,-122.8409,692,443,7.6,8.1,8.9,9.5,9.4,9,8,8.5,10.2,14.3,16.8,17,15.6,13.2,11.1,9.4,8.5,7.3,6.5
"Skagit County, WA",Washington,48.4878,-122.6292,17955,559,6.4,7.5,8.4,8.2,7.1,6.2,5.6,5.3,6.1,10.2,10.9,10.5,9.7,8.6,7.3,6.8,6.5,5.5,5.3
"Skamania County, WA",Washington,45.6425,-121.9689,999,154,6.7,11.6,10.1,10.2,8.6,7.9,7.6,7.4,9,13.1,12.8,12.2,10.5,9.9,8.2,7.5,6.9,6.2,5.7
"Slope County, ND",North Dakota,46.4823,-103.3194,22,13,2.7,2.4,2.3,2.9,3.1,2.3,2.3,1.7,1.3,2.1,2.2,2.1,2.1,2.1,2,2.5,2.5,2,2.3
"Smith County, KS",Kansas,39.7665,-98.9198,40,83,2.7,3.3,2.9,3.5,4,3.6,3.3,3.2,4,4.8,4.3,4,3.9,3.6,3.1,3.9,3.2,2.8,2.5
"Smith County, MS",Mississippi,32.0144,-89.3818,106,15,4.7,5,5.3,4.8,5.3,6,5.4,5.4,6.4,9.2,9.1,8.2,7.3,6.7,5.8,5.3,5.3,4.7,4.4
"Smith County, TN",Tennessee,36.2414,-85.9575,1351,203,4.3,4.8,5,8.1,6.6,6,5.8,5.3,8.1,13.6,12.3,10.2,8.1,7.8,6.4,5.6,4.6,3.5,3.1
"Smith County, TX",Texas,32.2222,-95.2217,8317,606,4.4,4.9,5.6,5.9,5.3,5,4.6,4.2,4.8,7.5,8,7.8,7,6.5,5.2,4.5,4.5,4.1,3.6
"Smyth County, VA",Virginia,36.8009,-81.6832,1729,263,4.4,6.4,8.1,7.6,5.3,4.7,4.7,5.4,6.1,11.1,12.1,10.9,9.6,9.1,7.9,6.5,5.8,5.4,4.3
"Snohomish County, WA",Washington,48.0639,-122.092,3591,131,4.1,5,7.1,7.1,5.6,4.8,4.1,3.5,4.6,9.4,10.7,9.5,7.5,5.8,5.2,4.7,4.4,4.1,3.8
"Snyder County, PA",Pennsylvania,40.7625,-76.9408,577,698,3.6,4.2,4.8,4.9,4.6,4.3,4.1,4.6,6.1,9,8.4,7.7,7.6,6.9,5.2,4.7,4.7,4.4,3.9
"Socorro County, NM",New Mexico,34.2183,-106.9151,49,42,5,5.2,5.1,5,4.8,4.4,3.7,3.2,3.6,5.3,7.8,7.6,7,7.4,7.4,7.5,7.3,6.5,5.2
"Solano County, CA",California,38.1133,-122.2359,173844,1536,4.6,4.6,5.8,6.3,5.8,5.4,4.9,5.3,6.9,10.4,12.6,12.2,10.7,9.1,7.5,6.1,5.5,4.8,3.9
"Somerset County, MD",Maryland,38.0831,-75.8521,133,13,6.3,6.7,6.7,6.6,6.5,6.1,5.5,5.3,6.3,9.5,11.9,11.7,11.3,10.7,9.5,8.3,7.3,6.8,7.2
"Somerset County, NJ",New Jersey,40.5361,-74.5745,9,8,2.6,3.2,4.7,4.6,3.7,3.4,3.5,3.1,4,7.2,7.6,7.4,7.5,6.3,5.2,4.6,4.1,3.8,3.5
"Somerset County, PA",Pennsylvania,40.2027,-78.9293,180,196,5.2,5.9,6.8,6.7,6.4,6,5.5,5.5,6.3,8.5,9.6,8.9,8.9,9.2,7.3,6.8,7.2,6.1,5.2
"Somervell County, TX",Texas,32.2461,-97.7441,2627,259,4.1,4.4,5.7,6.3,5.4,5.4,4.8,4.4,4.4,7.1,8,7.8,6.6,6,5.1,5,4.8,4.5,4.2
"Sonoma County, CA",California,38.7173,-122.9034,929,79,3.4,3.7,5.1,5.4,4.9,4.4,4,4.3,5.8,9.4,10.9,10.3,8.9,7.1,5.6,4.5,4,3.4,2.7
"Southampton County, VA",Virginia,36.5778,-77.1989,532,295,2.8,3.2,4.2,4.4,4.3,4.2,3.7,3.6,4.8,8,8.6,7.7,6.3,5.6,4.9,4,4,3.8,2.9
"Spalding County, GA",Georgia,33.2418,-84.2747,22770,630,4.3,4.8,6.2,6.3,6.1,7.3,6.4,5.6,8.5,14.2,14.9,14,12.5,11.5,9.4,8.1,6.9,5.8,4.6
"Spartanburg County, SC",South Carolina,34.6439,-81.8584,198,98,3.7,5.4,6.6,7.4,7.6,7.5,6.6,5.6,6.8,11.9,11.9,10.9,9.4,7.7,6.3,5.7,4.7,4,3.3
"Spencer County, IN",Indiana,38.1692,-86.8257,607,139,3.6,4.5,4.7,5.2,5.3,5.7,5,4.2,5.1,9.2,8.8,7.7,7.3,6.7,5.2,4.2,4.1,3.4,3.3
"Spencer County, KY",Kentucky,38.117,-85.3722,1591,106,3,4.1,4.2,4.5,4.6,5.4,5.9,6,7.3,10.3,9.9,9,7,6.4,5.3,4.3,3.9,3.9,3.6
"Spink County, SD",South Dakota,44.7382,-98.5089,211,318,3,3.6,3.5,3.4,3.7,4,3.2,3.2,3.3,4.2,3.8,4.2,4.1,3.6,3.5,3.1,3.1,3.5,3.6
"Spokane County, WA",Washington,47.4513,-117.1307,477,271,5.8,6.9,7.8,7.6,6.7,5.9,5.4,5.3,6,9.3,10.1,9.7,9.1,8.2,7,6.6,6,5.4,5.3
